step,type,amount,balanceSender,balanceReceiver,isFraud,errorBalanceSender,errorBalanceReceiver
44,0,186979.08,0.0,1860328.75,0,-145303.08,0.010000000009313226
35,0,522489.26,0.0,1810220.16,0,-507356.26,-462413.74999999977
39,0,42573.12,0.0,303600.76,0,-897.1200000000026,0.0
37,1,575530.69,0.0,577845.48,0,-525711.69,-0.010000000009313226
61,1,1735466.52,0.0,-1.0,1,0.0,1735466.52
75,0,755813.12,0.0,1250388.38,1,0.0,0.01000000024214387
13,0,124837.7,0.0,686029.23,0,-83161.7,-108651.32999999996
8,0,93767.41,214023.59,699161.9,0,0.0,-326900.78
37,0,186230.05,0.0,472182.71,0,-186035.05,-5.820766091346741e-11
16,0,2701905.3,0.0,2759323.3,1,0.0,0.0
7,0,267174.86,0.0,6779300.28,0,-225498.86,-186706.3799999999
38,0,79683.71,0.0,1223849.72,0,-47966.71000000001,0.0
18,0,199545.87,0.0,182744.55,0,-99359.87,16801.320000000007
9,0,52955.32,386184.68,475272.45,0,0.0,-69625.15000000002
46,1,83308.08,0.0,322235.62,0,-67223.08,0.0
41,0,105688.32,14814.99,274676.04,0,-9.094947017729282e-12,-0.009999999951105565
35,0,237458.96,0.0,13428045.52,0,-195782.96,-641093.0599999987
14,0,318041.65,0.0,1273884.55,0,-38904.65000000002,-799098.11
41,1,1396400.66,0.0,2953077.12,0,-1080579.3399999999,0.0
12,1,1563751.93,0.0,3291825.79,0,-1522075.93,-121186.79000000004
20,0,172449.66,0.0,682355.97,0,-130773.66,0.0
38,0,9228.24,85090.76,492717.73,0,0.0,0.0
10,0,159601.17,0.0,-1.0,0,-53418.17000000001,159601.17
9,0,484149.33,0.0,2579360.2,0,-458036.33,-1521916.07
17,0,97885.97,0.0,97885.97,0,-87808.97,0.0
11,1,53932.18,0.0,9458581.11,0,-12256.18,-374418.16000000015
14,1,579518.49,0.0,3161203.34,0,-532827.49,-357806.14999999944
44,0,195405.31,0.0,3814938.02,0,-153729.31,0.0
20,1,953774.86,0.0,6568956.83,0,-912098.86,-1533151.5499999998
8,0,222.0,0.0,171647.35,1,0.0,-146717.35
16,0,157086.65,0.0,3718290.61,0,-134228.65,-176604.47999999998
56,1,2776135.33,0.0,-1.0,1,0.0,2776135.33
42,1,472692.22,0.0,620021.09,0,-448487.22,-0.010000000009313226
8,0,43866.03,0.0,608211.84,0,-2190.029999999999,-0.009999999892897904
18,0,76470.42,0.0,0.0,0,-45074.42,117364.42
21,0,517481.18,0.0,1057751.06,0,-475805.18,0.0
95,1,527973.38,0.0,4067415.18,0,-486297.38,-4.656612873077393e-10
43,0,89662.44,13020.56,391081.98,0,-1.8189894035458565e-12,99933.26000000001
41,1,1130921.31,0.0,1130921.31,0,-1121368.31,0.0
9,0,295405.49,0.0,329235.63,0,-191767.49,-33830.140000000014
17,1,1880788.24,0.0,3888408.84,0,-1839112.24,-0.009999999776482582
18,0,357947.94,0.0,368047.35,0,-355115.94,0.010000000009313226
42,0,88600.26,0.0,1271970.95,0,-53936.259999999995,0.0
84,1,39379.45,0.0,-1.0,1,0.0,39379.45
42,0,109983.45,0.0,1036531.06,0,-106044.45,-1.1641532182693481e-10
16,0,444643.28,0.0,1852414.31,0,-402967.28,0.0
18,0,163788.97,0.0,163788.97,0,-124056.97,0.0
37,0,225105.55,0.0,506962.96,0,-194568.55,221716.15999999997
53,1,931684.75,0.0,-1.0,1,0.0,931684.75
34,0,9519.99,116132.01,434707.49,0,0.0,-302766.86
35,1,454511.73,0.0,-1.0,1,0.0,454511.73
43,0,205995.82,0.0,1751425.38,0,-164319.82,357699.27
15,0,441302.55,0.0,1493079.54,0,-399626.55,0.0
10,0,63305.38,0.0,2208285.99,0,-21629.379999999997,-481008.14000000036
9,0,183538.65,0.0,333013.79,0,-159111.65,-149475.13999999998
37,0,239231.09,0.0,374868.37,0,-172907.09,0.0
47,0,208549.81,0.0,1744816.81,0,-166873.81,0.0
9,0,633.9,0.0,2059641.93,0,41042.1,-621822.53
44,0,19692.64,5812.36,551443.03,0,9.094947017729282e-13,0.0
19,0,210251.69,0.0,210251.69,0,-174341.69,0.0
13,1,280320.58,0.0,6084668.97,0,-238644.58000000002,0.0
41,0,75696.86,0.0,75696.86,0,-58703.86,0.0
14,1,907500.89,0.0,3529803.28,0,-588363.3400000001,-378607.5799999996
14,0,279450.77,0.0,723932.04,0,-277865.77,-444481.27
19,0,25737.95,183101.22,338209.67,0,0.009999999980209395,-0.009999999951105565
14,0,40554.53,0.0,1352956.62,0,-17551.53,0.0
13,0,245497.77,0.0,716439.51,0,-203821.77,0.0
1,1,235238.66,0.0,-1.0,1,0.0,235238.66
66,0,2096634.43,0.0,2280064.41,1,0.0,0.0
69,0,7728992.56,0.0,8069615.0,1,0.0,0.009999999776482582
10,0,412925.21,0.0,1418194.02,0,-412798.21,70400.58999999985
13,0,33559.47,0.0,0.0,0,-3768.470000000001,40376.47
11,0,294407.16,0.0,728522.09,0,-293352.16,-349769.63
7,0,21729.0,0.0,0.0,1,0.0,49064.0
40,0,337648.27,0.0,10685293.59,0,-295972.27,0.0
45,0,229238.99,0.0,474524.55,0,-218062.99,0.0
12,0,285985.76,0.0,574765.6,0,-244309.76,1.1641532182693481e-10
21,0,48337.02,0.0,264317.1,0,-20980.019999999997,0.0
73,1,400157.86,0.0,-1.0,1,0.0,400157.86
17,0,192902.1,0.0,317317.01,0,-96573.88,0.0
9,0,117528.27,0.0,3820512.83,0,-86661.27,-322705.3000000003
13,0,124680.89,0.0,88628.8,0,-106987.89,234482.51
19,0,33093.86,0.0,285289.07,0,-12579.86,0.0
13,0,195660.2,0.0,0.0,0,-191596.2,217094.97
19,0,202545.17,0.0,1313354.74,0,-160869.17,0.0
16,0,145961.31,0.0,145961.31,0,-114483.31,0.0
34,0,211945.19,0.0,498719.66,0,-170269.19,0.0
39,1,1267446.8,0.0,4318283.56,0,-1225770.8,0.0
34,0,282495.14,0.0,282495.14,0,-223623.14,0.0
6,0,25975.86,0.0,28041.27,1,0.0,96086.59
9,0,128860.8,235116.2,256653.1,0,0.0,-127792.3
9,0,272229.68,0.0,1824665.51,0,-230553.68,-995112.47
16,0,379287.85,0.0,0.0,0,-76939.84999999998,453048.85
19,0,52723.39,0.0,1539281.26,0,-11047.39,-0.010000000009313226
42,0,43059.3,0.0,43059.3,0,-40991.3,0.0
19,0,388480.35,0.0,1068207.16,0,-346804.35,-125598.37
16,0,97189.59,0.0,2670141.28,0,-35770.59,-58317.080000000075
19,1,128822.49,0.0,1820517.88,0,-128342.49,-143059.59999999986
36,0,66026.68,0.0,3279351.07,0,-24350.679999999993,-47838.85999999987
10,1,352565.81,0.0,3982865.03,0,-310889.81,-1962705.5099999998
36,0,256690.61,0.0,364018.88,0,-256194.61,0.0
19,0,181856.64,0.0,181856.64,0,-150085.64,0.0
18,0,31492.05,0.0,222306.03,0,-29358.05,90572.17000000001
15,0,137927.54,0.0,1156064.26,0,-96251.54000000001,0.010000000009313226
43,0,193922.61,0.0,2404012.02,0,-146467.61,-442577.03000000026
11,0,50201.09,0.0,1301736.9,0,-8525.089999999997,-153744.86999999988
12,0,224676.85,17406.39,4835745.94,0,-1.4551915228366852e-11,24527.829999999143
20,0,49375.52,0.0,1298361.64,0,-7699.519999999997,0.010000000009313226
19,1,847271.16,0.0,2589030.07,0,-805595.16,0.0
9,0,131667.21,0.0,128695.27,0,-89991.20999999999,166154.93999999994
38,1,1267457.04,0.0,1360200.0,0,-1256067.04,0.0
37,0,276618.08,0.0,5589785.22,0,-276499.08,0.0
39,0,150187.66,11023.34,2837577.79,0,-3.637978807091713e-12,0.0
13,0,71939.57,0.0,2321900.94,0,-30263.570000000007,0.009999999776482582
11,0,13300.66,0.0,2081741.01,0,-3142.66,0.0
17,0,106075.17,0.0,1078520.33,0,-64399.17,-0.010000000009313226
42,0,182238.41,0.0,4890278.54,0,-140562.41,-0.009999999776482582
42,0,598583.95,0.0,813642.31,0,-582945.95,-169399.27000000014
13,0,175096.36,0.0,1408500.03,0,-144579.36,-0.010000000009313226
33,0,468.91,0.0,389059.4,0,41207.09,-5.820766091346741e-11
40,1,309840.46,0.0,1475903.93,0,-268164.46,0.0
41,0,318116.29,0.0,318116.29,0,-317754.29,0.0
74,1,59127.34,0.0,-1.0,1,0.0,59127.34
15,0,74979.7,0.0,74979.7,0,-73639.7,0.0
10,0,82741.77,0.0,1178246.63,0,-41065.770000000004,2.3283064365386963e-10
43,1,258178.53,0.0,258178.53,0,-221880.53,0.0
35,1,545533.18,0.0,1093004.65,0,-503857.18000000005,-0.009999999776482582
6,0,10224.0,0.0,10224.0,1,0.0,0.0
36,0,69044.08,0.0,69044.08,0,-18727.08,0.0
9,1,918261.97,0.0,1908213.12,0,-876585.97,-6813.020000000019
36,1,325743.06,0.0,526020.29,0,-304921.06,-200277.23000000004
36,0,309383.33,0.0,15113065.89,0,-267707.33,0.0
7,0,441445.58,0.0,0.0,1,0.0,540439.0800000001
9,0,226305.07,0.0,4008258.73,0,-184629.07,-2400969.71
19,0,159260.33,0.0,336803.44,0,-117584.32999999999,-5.820766091346741e-11
34,0,287177.36,0.0,2968694.65,0,-245501.36,0.0
43,0,356113.97,96349.03,3635959.26,0,2.9103830456733704e-11,0.0
12,1,872034.04,0.0,1314049.58,0,-820226.04,167338.04000000004
39,1,426096.23,0.0,426096.23,0,-414389.23,0.0
9,0,1154353.99,0.0,1965587.6,1,0.0,-649011.6100000001
18,0,11481.0,0.0,1765080.5,1,0.0,-992181.89
36,0,236017.13,0.0,236017.13,0,-184018.13,0.0
20,0,16396.14,0.0,3789282.04,0,25279.86,0.0
15,0,117329.13,0.0,2943528.38,0,-75653.13,0.009999999776482582
43,0,219057.45,0.0,219057.45,0,-164246.45,0.0
18,0,40507.51,360013.49,566049.37,0,0.0,0.010000000009313226
19,0,54664.37,0.0,262135.5,0,-43429.37,0.0
17,0,94345.1,0.0,312346.75,0,-52669.100000000006,0.0
35,0,373779.94,0.0,1016203.21,0,-362781.94,-452022.85
9,1,1371904.71,0.0,5815523.62,0,-1330228.71,246278.0599999996
5,1,10119.47,0.0,-1.0,1,0.0,10119.47
35,0,295035.56,0.0,1995936.82,0,-284949.56,0.0
17,0,595.5,112220.5,48410.9,0,0.0,0.0
18,0,8012.05,0.0,220147.67,0,-1944.0500000000002,80294.80999999997
51,1,202887.77,0.0,-1.0,1,0.0,202887.77
43,1,21987.0,0.0,-1.0,1,0.0,21987.0
37,0,264049.78,0.0,1746545.71,0,-222373.78000000003,0.0
43,0,105869.85,0.0,347705.39,0,-55270.850000000006,0.0
10,0,60192.97,0.0,1000929.62,0,-18516.97,-141108.67000000004
71,0,386996.34,0.0,899939.45,1,0.0,0.0
37,0,43823.84,0.0,43823.84,0,-43623.84,0.0
40,1,607428.6,0.0,2339948.2,0,-604650.2999999999,0.0
16,0,3126.84,101527.16,962587.3,0,0.0,-266627.4600000001
35,0,171126.54,44819.98,3478866.42,0,-2.1827872842550278e-11,0.0
74,1,3284197.88,0.0,-1.0,1,0.0,3284197.88
6,1,10224.0,0.0,-1.0,1,0.0,10224.0
20,0,9746.64,20470.36,75293.49,0,0.0,-65546.85
9,0,92588.51,0.0,92588.51,0,-87580.51,0.0
24,1,485466.27,0.0,485466.27,0,-484683.27,0.0
20,0,109876.03,0.0,10289672.65,0,-52902.03,-1.862645149230957e-09
8,0,181728.11,0.0,184477.77,1,-140052.11,8647.339999999997
11,0,163688.98,0.0,0.0,0,-7775.9800000000105,309632.98
58,1,6501303.14,0.0,-1.0,1,0.0,6501303.14
42,0,76541.18,336573.85,1677394.78,0,5.820766091346741e-11,0.0
6,1,13704.0,0.0,1658746.09,1,0.0,-1645042.09
6,0,13704.0,0.0,143675.35,1,0.0,-126588.51000000001
35,0,3606943.31,0.0,3606943.31,1,0.0,0.0
40,1,152524.71,0.0,514983.78,0,-110848.70999999999,0.0
17,0,380221.78,173157.81,854732.84,0,-5.820766091346741e-11,1.1641532182693481e-10
16,0,299486.6,0.0,507205.3,0,-219047.59999999998,-73976.86000000004
7,0,30814.24,381400.76,17919.18,0,0.0,23910.060000000005
11,1,1933920.8,0.0,3217683.65,1,-1892244.8,4.656612873077393e-10
10,0,297761.75,0.0,2150689.64,0,-256085.75,-190958.79000000004
20,0,233443.38,0.0,1784439.95,0,-191767.38,2.3283064365386963e-10
21,0,27113.9,369294.53,1105434.84,0,-5.820766091346741e-11,-0.01000000024214387
35,0,111349.63,0.0,111349.63,0,-93394.63,0.0
42,0,262889.67,0.0,1113472.04,0,-221213.66999999998,0.0
11,0,53206.33,540109.34,253344.49,0,1.1641532182693481e-10,-0.010000000009313226
15,0,164500.81,0.0,850137.02,1,0.0,0.0
37,0,94305.11,0.0,801673.46,0,-52629.11,0.010000000009313226
41,0,206081.65,0.0,725302.58,0,-184672.65,0.010000000009313226
13,0,353404.81,0.0,819931.93,0,-311728.81,-1.1641532182693481e-10
47,0,184915.42,0.0,1411010.1,0,-143239.42,-2.3283064365386963e-10
8,1,43092.0,0.0,-1.0,1,0.0,43092.0
92,1,1461930.03,0.0,-1.0,1,0.0,1461930.03
36,0,49905.8,0.0,299709.15,0,-8229.800000000003,-141679.97000000003
94,0,80942.94,0.0,259096.57,0,-39266.94,0.0
15,0,296683.2,0.0,1115752.34,0,-255007.2,0.0
21,1,1955677.5,0.0,8362253.42,0,-1908015.04,0.0
36,0,93381.18,0.0,1497790.09,0,-51705.17999999999,0.009999999776482582
34,0,111748.62,0.0,2162063.23,0,-12127.619999999995,-224335.43000000017
14,0,27152.52,0.0,199939.56,0,-1532.619999999999,0.009999999980209395
43,0,267350.93,0.0,6915298.05,0,-225674.93,0.0
42,0,462552.5,0.0,667249.36,0,-451796.5,40200.93000000005
19,0,89264.12,0.0,984667.37,0,-47588.119999999995,0.010000000009313226
38,1,75971.51,0.0,242909.39,0,-34295.509999999995,0.0
10,0,621886.32,0.0,8625979.92,0,-580210.32,-364477.0999999996
45,0,39357.79,0.0,1013780.01,0,-17086.79,0.0
15,0,216960.3,0.0,1213216.54,0,-175284.3,0.0
13,1,182455.59,0.0,1066298.52,0,-140779.59,-228910.78000000003
47,0,216742.37,0.0,487529.39,0,-175066.37,0.0
43,0,311814.53,0.0,2625176.8,0,-287080.53,0.0
8,0,193638.84,0.0,3476255.29,0,-151962.84,-1840886.57
94,1,480789.93,0.0,3382381.57,0,-439113.93,0.01000000024214387
65,0,1282971.57,0.0,1675576.17,1,0.0,0.0
78,0,2254934.36,0.0,2619062.97,1,0.0,-4.656612873077393e-10
37,1,279992.67,0.0,0.0,0,-278161.67,329869.27999999997
43,1,737495.95,0.0,737495.95,0,-725839.95,0.0
38,0,416962.73,0.0,2885889.22,0,-164861.81999999998,0.0
43,1,116263.49,0.0,355543.16,0,-106828.67000000001,5.820766091346741e-11
23,0,313529.29,0.0,2678065.98,0,-271853.29,0.0
16,1,173678.26,0.0,866900.57,0,-132002.26,1.1641532182693481e-10
19,0,23157.97,195981.22,351797.37,0,-0.010000000009313226,-123136.75
43,0,208468.48,0.0,440230.92,0,-166792.48,5.820766091346741e-11
40,0,328374.74,0.0,328374.74,0,-28590.73999999999,0.0
9,0,380044.03,0.0,570314.95,0,-379778.03,-164674.93999999994
15,0,119325.33,118752.01,119325.33,0,0.0,0.0
15,0,254308.33,595725.23,7885182.84,0,1.1641532182693481e-10,-80083.81999999937
43,0,196998.79,302413.21,196998.79,0,-5.820766091346741e-11,0.0
17,0,191507.03,196982.19,191507.03,0,-2.9103830456733704e-11,0.0
43,0,157407.53,0.0,517886.36,0,-115731.53,0.0
36,0,371835.12,0.0,3472257.06,0,-345426.12,0.0
94,0,300748.22,0.0,748568.28,0,-298875.22,0.0
8,0,44717.46,0.0,159174.97,0,-3041.459999999999,-0.010000000009313226
19,0,8675.23,0.0,129224.95,0,33000.770000000004,0.0
9,0,187359.33,0.0,701004.64,0,-145683.33,-241748.17000000004
35,0,171936.65,0.0,592742.09,0,-130260.65,0.0
64,0,841052.98,0.0,841052.98,1,0.0,0.0
21,0,165323.85,58928.15,964175.22,0,-7.275957614183426e-12,0.0
64,0,1814483.97,0.0,1814483.97,1,0.0,0.0
37,1,318136.63,0.0,687857.33,0,-276460.63,-0.009999999892897904
19,0,316140.16,534364.84,585939.0,0,1.1641532182693481e-10,0.0
86,0,305817.12,0.0,305817.12,1,0.0,0.0
36,0,13058.01,84719.99,1458227.8,0,0.0,0.0
44,0,28651.29,0.0,28651.29,0,-23520.29,0.0
40,0,346944.76,0.0,371222.0,0,-110665.82,0.0
42,0,162326.3,0.0,162326.3,0,-131059.29999999999,0.0
19,0,57948.66,0.0,1734348.53,0,-3128.6600000000035,0.0
16,0,116506.96,0.0,11566720.42,0,-89440.04000000001,1.862645149230957e-09
16,0,30915.03,82328.97,30915.03,0,0.0,0.0
39,0,336362.04,0.0,336362.04,0,-291838.04,0.0
44,0,82337.56,0.0,4382933.73,0,-40661.56,-9.313225746154785e-10
43,1,499815.93,0.0,2286261.76,0,-458139.93,4.656612873077393e-10
20,0,114826.61,0.0,1609878.9,0,-42982.369999999995,2.3283064365386963e-10
13,0,366967.36,0.0,4779391.09,0,-262718.36,0.010000000707805157
14,1,143032.0,0.0,-1.0,1,0.0,143032.0
43,0,106484.71,0.0,994094.06,0,-64808.71000000001,-1.1641532182693481e-10
17,0,46040.9,166199.36,7777205.96,0,2.9103830456733704e-11,0.0
1,0,132842.64,0.0,132842.64,1,-128343.56000000001,0.0
8,1,543076.29,0.0,2912335.58,0,-501400.29000000004,348142.56999999983
16,0,340879.46,0.0,1093854.61,0,-340600.46,-752975.1500000001
44,1,682810.45,0.0,1622023.88,0,-641134.45,-51315.25
36,1,696481.49,0.0,1512999.49,0,-654805.49,0.0
45,0,17006.54,29949.17,1030925.36,0,0.0,0.010000000009313226
43,0,29988.0,0.0,29988.0,1,0.0,0.0
17,1,195351.76,0.0,-1.0,1,0.0,195351.76
11,0,80774.22,111357.59,694949.52,0,0.0,0.0
11,0,505717.0,0.0,505717.0,0,-476472.29,0.0
17,0,64886.36,205401.14,330882.36,0,0.0,0.0
41,0,242520.46,0.0,242520.46,0,-239510.46,0.0
41,1,814986.94,0.0,3205827.33,0,-773310.94,0.009999999776482582
33,0,415492.54,0.0,963444.74,0,-373816.54,0.0
35,0,45746.14,365058.2,84984.66,0,0.0,0.0
17,0,173637.59,178210.74,402219.25,0,2.9103830456733704e-11,0.0
43,0,125753.59,0.0,5178899.33,0,-84077.59,0.0
12,0,133720.66,39051.44,590995.59,0,-0.010000000009313226,-294992.72
19,0,22192.34,0.0,0.0,0,19483.66,107866.34
41,0,349812.98,0.0,1460978.32,0,-204293.97999999998,-384859.92000000016
9,0,446140.38,0.0,0.0,0,-199236.96,989312.6
10,0,210811.04,90409.53,210811.04,0,0.0,0.0
39,0,108796.0,0.0,732324.4,0,-67120.0,0.0
42,0,27847.2,0.0,304701.75,0,13828.8,0.0
37,0,267966.21,0.0,728285.91,0,-262403.21,-0.010000000009313226
35,0,232271.92,0.0,1354958.48,0,-190595.92,0.0
37,0,248261.04,0.0,7812877.19,0,-247365.04,-0.010000000707805157
37,0,340144.85,0.0,1171834.49,0,-298468.85,0.0
42,0,1917497.63,0.0,2091004.76,1,0.0,0.010000000009313226
82,0,45077.1,0.0,171339.29,1,0.0,-0.010000000009313226
38,1,360688.3,0.0,-1.0,1,0.0,360688.3
16,0,198460.09,0.0,3757006.39,0,-95964.09,-122791.73000000045
43,0,47804.88,0.0,78744.41,0,-38730.88,0.0
12,0,548221.06,0.0,9251688.83,0,-527586.06,-2204621.6999999993
62,1,407833.62,0.0,-1.0,1,0.0,407833.62
11,0,246637.86,0.0,881635.81,0,-204961.86,-192115.54000000004
40,0,316787.07,0.0,1073275.21,0,-313266.38,0.010000000009313226
36,0,314220.78,0.0,4910120.62,0,-272544.78,-911934.8600000003
12,0,271611.92,0.0,311392.28,0,-200824.91999999998,-39780.360000000044
10,0,9089.11,3748.89,9270.11,0,-4.547473508864641e-13,0.0
43,0,14769.01,0.0,238730.94,0,26906.989999999998,0.0
11,0,105840.3,0.0,383913.46,0,-64164.3,30250.75999999995
34,0,584146.1,0.0,603104.32,0,-573319.1,0.0
10,0,351099.05,0.0,573262.13,0,-331271.16,231627.92000000004
45,0,132621.32,0.0,132621.32,0,-117848.32,0.0
45,0,242350.89,0.0,383481.84,0,-242237.89,-48805.41000000003
21,0,80769.11,0.0,194436.89,0,-39093.11,0.0
44,1,53471.35,0.0,2517997.4,0,-32706.789999999997,-0.009999999776482582
12,1,162047.09,0.0,2573090.01,0,-120371.09,508844.01000000024
12,0,100489.64,0.0,1078249.97,0,-58813.64,0.0
20,0,30270.34,0.0,226901.04,0,-29387.34,0.0
21,0,154.38,4974.62,143057.85,0,0.0,0.0
17,0,96004.42,0.0,1784875.83,0,-54328.42,-2.3283064365386963e-10
10,1,1196174.75,0.0,12112898.13,0,-1189670.14,0.0
18,0,22389.16,0.0,644568.08,0,-22227.16,-57633.489999999874
16,0,31074.0,0.0,31074.0,1,0.0,0.0
4,1,10000000.0,2930418.44,-1.0,1,-4.656612873077393e-10,10000000.0
19,0,82865.17,0.0,2569299.73,0,-41189.17,-246377.51000000024
36,0,2352524.18,0.0,3580426.31,1,0.0,-0.009999999776482582
44,0,53353.04,0.0,482679.6,0,-11677.04,0.0
11,1,413163.86,0.0,1284336.97,0,-371487.86,0.0
94,0,32142.99,0.0,32142.99,0,-11975.990000000002,0.0
40,1,429146.97,0.0,1122246.68,0,-348314.97,0.0
12,0,153345.78,0.0,326820.0,0,-108008.78,0.0
33,0,221350.89,0.0,818035.37,0,-216417.89,0.010000000009313226
38,0,12942.14,207861.6,773884.54,0,-2.9103830456733704e-11,0.0
40,0,118452.78,258170.09,2764806.59,0,0.0,0.0
44,0,103663.44,0.0,3198012.98,0,-61987.44,-102356.27000000002
43,0,79585.07,0.0,7381884.69,0,-37909.07000000001,0.009999999776482582
34,0,158749.61,0.0,1728592.23,0,-117073.60999999999,190818.8500000001
47,1,156723.18,0.0,250731.37,0,-135518.18,0.0
10,0,292935.52,0.0,398588.02,0,-140691.52000000002,-105652.5
40,0,254986.26,0.0,433723.65,0,-244178.26,0.0
19,0,438220.48,0.0,1257030.03,0,-396544.48,-304403.53
59,1,9748.89,0.0,-1.0,1,0.0,9748.89
19,0,248291.44,0.0,3190538.52,0,-206615.44,0.0
16,0,138136.08,366734.92,3391259.38,0,5.820766091346741e-11,0.01000000024214387
43,0,26823.45,33344.55,3317426.76,0,0.0,4.656612873077393e-10
93,0,77749.89,0.0,13959298.94,0,-36073.89,-0.009999999776482582
18,0,115758.8,897768.34,1252236.92,0,0.0,0.010000000009313226
42,0,27083.91,0.0,881060.82,0,-15678.91,1.1641532182693481e-10
17,0,276.86,1007114.26,1327733.22,0,-0.010000000009313226,253726.57000000007
70,0,266766.78,0.0,266766.78,1,0.0,0.0
10,0,373570.34,0.0,1411562.9,0,-331894.34,2.3283064365386963e-10
9,0,246201.67,0.0,246466.67,0,-220258.67,0.0
44,0,483258.28,0.0,1144793.19,0,-441582.28,0.0
9,0,223625.72,0.0,411432.29,0,-213219.72,-67230.24999999994
11,0,316360.88,0.0,432682.53,0,-281208.88,0.0
8,1,89631.24,0.0,-1.0,1,0.0,89631.24
18,0,54909.69,111941.95,950875.17,0,1.4551915228366852e-11,-1.1641532182693481e-10
8,0,259866.75,0.0,748434.02,0,-259732.75,-432300.27
19,0,254816.85,0.0,2649306.48,0,-213140.85,-0.009999999776482582
41,0,45249.55,276774.34,375644.76,0,0.0,-0.010000000009313226
42,0,153456.16,0.0,1241863.11,0,-111780.16,209788.6899999997
10,0,14159.77,257431.23,14159.77,0,0.0,0.0
19,1,143660.11,0.0,-1.0,1,0.0,143660.11
17,0,277950.7,0.0,3401304.62,0,-236274.7,0.0
37,0,150643.67,0.0,493509.37,0,-108967.67000000001,0.0
39,0,226665.03,0.0,1425421.95,0,-184989.03,0.0
21,0,150800.23,0.0,2438053.38,0,-128539.23000000001,0.0
13,0,214647.98,0.0,9403823.96,0,-163023.98,517003.0700000003
7,1,441445.58,0.0,-1.0,1,0.0,441445.58
18,0,289720.31,55968.69,193114.38,0,0.0,96605.93
18,1,1974352.3,0.0,-1.0,1,0.0,1974352.3
16,0,196815.87,0.0,1847161.75,0,-155139.87,-431889.9700000002
44,0,136950.03,0.0,1211761.33,0,-125174.57,0.0
16,1,538821.58,0.0,11627325.13,0,-497145.57999999996,0.0
44,0,180100.68,0.0,1619844.78,0,-138424.68,0.0
34,1,110438.66,0.0,843807.69,0,-68762.66,-68718.93999999994
17,0,83051.88,0.0,266485.53,0,-41375.880000000005,0.0
79,1,664992.86,0.0,-1.0,1,0.0,664992.86
42,0,171366.71,0.0,1584040.81,0,-148709.25,0.0
19,0,96023.98,0.0,284294.56,0,-91554.41,208197.02999999997
46,0,137764.79,0.0,137764.79,0,-95761.79000000001,0.0
46,0,6218.29,0.0,418970.82,0,35457.71,0.009999999951105565
15,0,4910.42,2791.58,119799.71,0,0.0,-0.010000000009313226
17,0,214711.92,0.0,1991386.22,0,-173035.92,-0.010000000009313226
37,0,362914.88,0.0,2313543.26,0,-321238.88,-0.009999999776482582
54,0,438224.6,0.0,758922.05,1,0.0,0.010000000009313226
10,0,9217.19,0.0,9217.19,1,0.0,0.0
18,0,28042.81,22779.19,228082.96,0,0.0,28245.26000000001
9,0,294496.58,0.0,3759490.54,0,-252820.58000000002,-1699638.8399999999
41,0,442104.34,0.0,442104.34,0,-235070.34000000003,0.0
10,0,137840.72,0.0,6327863.64,0,-96164.72,-1153013.7000000002
41,0,437336.63,0.0,3276080.21,0,-437148.63,0.0
37,0,134102.28,0.0,955889.27,0,-92426.28,0.0
40,0,427616.61,0.0,3721103.2,0,-385940.61,-4.656612873077393e-10
15,0,224793.98,0.0,944244.66,0,-183117.98,0.0
38,0,66119.89,0.0,5310227.49,0,-24443.89,-9.313225746154785e-10
34,0,103502.8,0.0,103502.8,0,-55330.8,0.0
10,0,122884.28,0.0,819101.96,0,-81208.28,-179555.43999999994
14,0,160524.0,0.0,299585.13,0,-118848.0,24433.609999999986
16,0,306887.14,0.0,632725.56,0,-265211.14,155042.97999999998
13,0,563737.42,0.0,664741.29,0,-393126.64,0.0
19,1,203925.09,0.0,719134.13,0,-162249.09,0.0
11,0,268096.02,0.0,290041.94,0,-226420.02000000002,346701.21
36,0,202940.92,0.0,1333284.46,0,-161264.92,0.0
41,0,169342.28,0.0,445574.58,0,-127666.28,-5.820766091346741e-11
8,0,181728.11,0.0,184477.77,1,-140052.11,8647.339999999997
39,0,551592.24,0.0,551592.24,0,-541174.24,0.0
16,0,237463.51,0.0,439372.96,0,-227892.51,-201909.45
19,0,8130.36,190583.64,8130.36,0,0.0,0.0
12,0,371175.22,0.0,1236331.16,0,-329499.22,-164112.51
36,0,419538.38,0.0,375288.08,0,-387668.38,44250.29999999999
45,1,606608.61,0.0,2542216.18,0,-564932.61,0.0
12,0,217588.19,0.0,1303971.18,0,-175912.19,218734.25
21,0,328598.59,0.0,1033067.81,0,-286922.59,0.0
37,1,499516.26,206091.9,2907875.19,0,2.9103830456733704e-11,4.656612873077393e-10
21,0,260717.4,0.0,686417.36,0,-219041.4,0.0
17,1,1017296.38,0.0,2929641.18,0,-975620.38,-590334.8500000001
43,0,23084.41,0.0,97553.57,0,-17976.41,0.00999999999476131
10,1,942886.77,0.0,3456937.04,0,-901210.77,-600619.6799999997
20,0,191636.01,0.0,1258271.23,0,-143695.01,-78041.8500000001
35,1,982488.89,0.0,7118609.87,0,-645246.42,-273589.75
75,1,460436.43,0.0,-1.0,1,0.0,460436.43
22,1,489767.32,0.0,-1.0,1,0.0,489767.32
20,0,88484.71,168548.29,123043.52,0,-2.9103830456733704e-11,0.0
