step;type_id;amount;nameOrig;oldbalanceOrg;newbalanceOrig;nameDest;oldbalanceDest;newbalanceDest;isFraud;isFlaggedFraud
36;2;285628.29;C844084593;0.0;0.0;C1454080042;514653.96;800282.26;0;0
19;1;117051.73;C1712741130;8794226.6;8911278.34;C343169179;335767.58;218715.84;0;0
18;2;39742.13;C1628608265;0.0;0.0;C1655039175;1070020.34;1109762.47;0;0
10;2;122884.28;C2028425128;0.0;0.0;C1170794006;516662.24;819101.96;0;0
40;3;25273.95;C1458651813;216867.47;191593.52;M1987846356;0.0;0.0;0;0
43;1;99332.67;C784106109;1044.0;100376.67;C1205641235;26797.8;0.0;0;0
42;2;334489.9;C1159720289;24671.0;0.0;C780259980;141358.15;475848.05;0;0
17;4;905686.95;C575632849;134.0;0.0;C1563089237;120912.73;1026599.68;0;0
16;3;15879.72;C178608418;0.0;0.0;M1356658528;0.0;0.0;0;0
23;3;1188.85;C734380365;22662.0;21473.15;M1055512497;0.0;0.0;0;0
13;3;5575.6;C346634309;0.0;0.0;M1259059972;0.0;0.0;0;0
20;2;72726.72;C392775662;0.0;0.0;C1986422018;956423.27;1029149.99;0;0
12;3;17888.18;C1340491179;5548391.85;5530503.66;M1568739818;0.0;0.0;0;0
14;2;246764.32;C101377778;0.0;0.0;C1129670968;8366805.46;8613569.78;0;0
38;2;351059.35;C1802425901;3772.0;0.0;C846650762;0.0;351059.35;0;0
94;1;61311.94;C249532784;865.0;62176.94;C784812549;106409.5;45097.56;0;0
37;3;4448.74;C1953041613;0.0;0.0;M2108065472;0.0;0.0;0;0
9;2;54618.25;C1429146428;10300.0;0.0;C455226533;0.0;54618.25;0;0
16;3;28062.0;C2100099438;260336.57;232274.57;M845234372;0.0;0.0;0;0
49;1;261702.2;C1391715033;4598059.23;4859761.43;C365350249;326372.47;64670.27;0;0
13;2;101861.14;C467054638;10884.04;0.0;C266819230;134719.21;378906.43;0;0
18;2;260910.94;C898842210;0.0;0.0;C506997570;1279044.36;1507584.16;0;0
18;2;123973.05;C1093343263;153.0;0.0;C1210079550;177544.36;633464.76;0;0
35;2;120383.61;C1582446541;24290.0;0.0;C1800609502;476387.35;875028.18;0;0
19;2;171333.58;C152869875;0.0;0.0;C1255024717;22945645.74;23116979.33;0;0
9;3;15625.53;C66198894;25574.0;9948.47;M1336836959;0.0;0.0;0;0
12;2;83977.04;C445017002;256922.66;172945.62;C652812507;51573.0;135550.04;0;0
19;3;10526.71;C447374795;61872.92;51346.21;M2145854939;0.0;0.0;0;0
37;4;744639.27;C93377449;0.0;0.0;C204977164;1821566.48;2566205.74;0;0
44;2;94769.31;C114317518;49829.0;0.0;C1220787004;0.0;94769.31;0;0
37;1;285894.47;C567332628;9461.0;295355.47;C1801056330;0.0;0.0;0;0
7;3;8565.08;C1542294417;0.0;0.0;M14679281;0.0;0.0;0;0
39;2;284685.01;C1571612479;21554.0;0.0;C234280782;0.0;484650.31;0;0
18;3;20813.32;C137838277;0.0;0.0;M1067116396;0.0;0.0;0;0
9;2;127259.68;C1460108272;234303.32;107043.64;C1247051677;1665333.49;2927904.17;0;0
40;2;147887.78;C1588152589;378311.0;230423.22;C1826877819;778180.88;926068.65;0;0
22;1;339985.52;C701901522;8155237.01;8495222.54;C752472780;3851926.05;3511940.52;0;0
43;3;9265.91;C2101480029;11441.0;2175.09;M1631805939;0.0;0.0;0;0
14;3;14212.71;C2065811785;19890.0;5677.29;M493476668;0.0;0.0;0;0
20;3;21982.23;C1083475535;139588.07;117605.84;M2006629084;0.0;0.0;0;0
33;2;215951.19;C1679753925;58806.0;0.0;C784823432;332595.83;548547.02;0;0
16;1;31899.18;C508135687;70680.0;102579.18;C2127822902;136442.74;104543.57;0;0
12;3;2941.92;C683807564;177.0;0.0;M61446226;0.0;0.0;0;0
93;1;124899.69;C275182331;9011861.51;9136761.2;C1410238193;847212.73;722313.03;0;0
17;2;97452.97;C403395537;51503.0;0.0;C379384197;0.0;97452.97;0;0
15;1;138685.74;C1049589617;758436.9;897122.63;C1554690148;3435451.87;3296766.13;0;0
18;3;9836.16;C950923020;206135.12;196298.96;M77352268;0.0;0.0;0;0
35;1;78942.82;C1646168512;207311.0;286253.82;C345864582;43410.0;0.0;0;0
20;3;3371.54;C138703696;1228.0;0.0;M932626020;0.0;0.0;0;0
24;2;130813.26;C21117461;0.0;0.0;C953516263;244510.17;375323.43;0;0
36;2;59024.81;C716119013;30546.0;0.0;C1470024650;8481188.39;8540213.2;0;0
12;3;10643.94;C219194379;0.0;0.0;M924945508;0.0;0.0;0;0
48;3;621.26;C966277037;14156.0;13534.74;M1073210562;0.0;0.0;0;0
20;3;2821.63;C1918401813;706849.41;704027.78;M898970157;0.0;0.0;0;0
13;4;753254.23;C2087119468;0.0;0.0;C330226144;3648354.92;4401609.16;0;0
16;3;13479.49;C1305839965;62686.96;49207.48;M210301999;0.0;0.0;0;0
13;3;16741.38;C845419155;3940.11;0.0;M1673561518;0.0;0.0;0;0
16;1;299069.84;C1457039429;2100.0;301169.84;C1332837629;640366.66;341296.81;0;0
13;2;141124.32;C666056487;0.0;0.0;C365089895;381987.4;523111.72;0;0
45;4;254175.31;C52623931;86722.34;0.0;C344267503;550335.52;804510.84;0;0
43;2;54027.19;C1317205168;0.0;0.0;C1756072738;1002413.24;1056440.42;0;0
18;1;71612.32;C610192535;246989.61;318601.93;C963487368;233854.33;162242.01;0;0
9;3;3717.73;C277245974;0.0;0.0;M2122495548;0.0;0.0;0;0
36;1;34643.62;C1602166718;11734.0;46377.62;C1124113737;3344.56;0.0;0;0
13;1;163275.42;C364356028;223619.75;386895.16;C119206855;101468.57;0.0;0;0
40;2;213734.21;C696524201;0.0;0.0;C1768910179;317252.47;530986.68;0;0
22;2;208666.52;C731309676;135128.0;0.0;C1230082414;3735820.93;3944487.45;0;0
36;1;175326.14;C304925111;17049.0;192375.14;C15916522;1449564.63;869651.1;0;0
18;3;11064.55;C1340121768;0.0;0.0;M1482867433;0.0;0.0;0;0
14;3;21228.18;C2119192392;153167.89;131939.71;M1205751386;0.0;0.0;0;0
41;2;79014.22;C1767690795;0.0;0.0;C1670321843;1779967.5;1858981.72;0;0
17;4;679754.59;C637697882;0.0;0.0;C971189757;1154239.39;1833993.98;0;0
13;2;19736.14;C247255104;0.0;0.0;C849038219;2001609.23;2021345.37;0;0
14;1;29463.79;C1858671059;17457049.1;17486512.89;C1423780194;1923030.58;1908898.5;0;0
18;4;184020.99;C499477415;29047.0;0.0;C105533883;0.0;184020.99;0;0
38;3;23319.0;C1109340664;52063.0;28744.0;M1799776361;0.0;0.0;0;0
37;2;70126.12;C1229627782;73036.0;2909.88;C1925171480;428837.97;498964.09;0;0
39;1;140514.48;C1690878244;24182822.05;24323336.53;C1768556773;1586518.88;1446004.4;0;0
16;1;107907.65;C613023667;10239.0;118146.65;C307931068;0.0;0.0;0;0
43;1;182468.65;C2132345040;5544695.7;5727164.35;C370568657;7573580.14;7391111.49;0;0
95;2;242971.37;C1551796456;53631.65;0.0;C107131944;4087301.94;4330273.31;0;0
5;2;127127.67;C259604245;0.0;0.0;C1750563752;298682.8;160101.66;0;0
41;2;245782.87;C233242300;12492.0;0.0;C419774889;0.0;245782.87;0;0
40;4;607428.6;C610690303;2778.3;0.0;C808002111;1732519.6;2339948.2;0;0
21;1;256960.43;C1477273259;9536405.5;9793365.93;C885837397;2056040.37;1799079.93;0;0
40;3;1105.25;C988990199;0.0;0.0;M450970197;0.0;0.0;0;0
94;1;28067.09;C707984878;208583.0;236650.09;C1644604672;0.0;0.0;0;0
18;3;12146.87;C341261400;534479.47;522332.6;M390134774;0.0;0.0;0;0
17;3;27280.61;C1398623124;469126.08;441845.47;M1219354129;0.0;0.0;0;0
14;4;903339.41;C1420921237;289156.0;0.0;C44877660;11908.0;1510417.36;0;0
44;1;296861.29;C1131742301;4206454.04;4503315.33;C897728261;12904971.56;12608110.27;0;0
43;2;32089.68;C1737206528;223.0;0.0;C1703332288;0.0;32089.68;0;0
18;1;262169.6;C1294112360;724368.3;986537.89;C166456350;726302.74;181973.44;0;0
11;2;291222.89;C54467535;422568.0;131345.11;C562687950;12437.4;215733.62;0;0
35;2;62681.87;C1951545840;0.0;0.0;C1737004972;2122059.74;2184741.61;0;0
44;4;45458.42;C958096986;0.0;0.0;C424745616;348464.55;393922.97;0;0
8;3;2374.25;C936132260;361443.33;359069.08;M1296054097;0.0;0.0;0;0
37;1;40073.05;C415557466;16978597.65;17018670.7;C125178903;57024.63;16951.58;0;0
17;2;238322.75;C1958903655;46563.0;0.0;C1657363827;2678714.73;2917037.48;0;0
45;1;216375.49;C2102123261;7194750.28;7411125.77;C434002328;4035224.31;3818848.82;0;0
36;2;10377.7;C2097813534;31514.0;21136.3;C1466450699;2012.0;12389.7;0;0
20;4;374466.71;C4643184;0.0;0.0;C1517466717;611015.25;985481.96;0;0
19;3;3005.06;C2094255297;0.0;0.0;M293268750;0.0;0.0;0;0
16;3;5124.2;C40285202;15850.0;10725.8;M387553697;0.0;0.0;0;0
36;4;146905.31;C112515677;0.0;0.0;C641641362;488224.56;635129.87;0;0
40;1;377204.77;C1825088689;51598.0;428802.77;C1535472411;1424434.37;1047229.61;0;0
20;2;3032.69;C1256058638;0.0;0.0;C249141992;4603322.73;4606355.42;0;0
35;1;289020.88;C46451216;60597.0;349617.88;C573394881;219703.86;0.0;0;0
15;3;2309.53;C339885384;0.0;0.0;M2049197515;0.0;0.0;0;0
41;2;105688.32;C938269151;120503.31;14814.99;C273096618;168987.71;274676.04;0;0
40;3;8734.92;C594062304;421.0;0.0;M1072212498;0.0;0.0;0;0
33;4;86262.34;C967606658;16790.0;0.0;C605500074;159179.45;245441.79;0;0
8;2;214730.4;C1506313044;44631.0;0.0;C1494271614;0.0;178829.57;0;0
17;3;5423.8;C2007183071;7075.0;1651.2;M1452671241;0.0;0.0;0;0
18;3;5257.66;C1016667370;0.0;0.0;M1330250927;0.0;0.0;0;0
35;3;15080.56;C260532298;0.0;0.0;M2004494053;0.0;0.0;0;0
20;2;449226.77;C1562962355;0.0;0.0;C371243761;4412642.64;4861869.4;0;0
34;3;7752.68;C838003601;0.0;0.0;M1090403201;0.0;0.0;0;0
16;3;43531.47;C2043043153;0.0;0.0;M17471174;0.0;0.0;0;0
39;1;101688.74;C1370515225;1002490.54;1104179.29;C785425329;562820.9;1560196.14;0;0
10;2;84537.5;C1479282207;10033.0;0.0;C1631535256;347628.82;432166.32;0;0
36;1;233207.81;C1126182323;8275615.44;8508823.25;C1607054435;1871449.67;1638241.86;0;0
48;2;488673.12;C459146638;0.0;0.0;C1475375974;596768.07;1085441.19;0;0
18;2;324944.62;C1382641535;12346.0;0.0;C1348314460;164607.77;489552.4;0;0
40;4;427462.9;C1265997888;1017.0;0.0;C1303449663;407249.82;834712.72;0;0
33;3;1545.97;C371395510;21165.0;19619.03;M578041225;0.0;0.0;0;0
16;2;151868.59;C1049977339;0.0;0.0;C2131613042;240673.72;547170.19;0;0
19;3;21429.95;C487209312;0.0;0.0;M906856003;0.0;0.0;0;0
41;1;266188.13;C1823641165;3991292.24;4257480.36;C1035541338;352094.52;85906.39;0;0
40;2;78762.12;C267150341;6320.0;0.0;C318285196;10901.48;89663.6;0;0
40;4;99215.11;C557469999;0.0;0.0;C1528834080;158204.86;133784.23;0;0
44;1;193980.56;C782308559;22230.0;216210.56;C625128530;0.0;0.0;0;0
20;2;164299.61;C68633109;150276.0;0.0;C2130047731;208672.6;372972.21;0;0
42;3;2466.76;C1925437651;0.0;0.0;M211675631;0.0;0.0;0;0
45;3;8368.08;C1566340632;53686.71;45318.63;M672692913;0.0;0.0;0;0
36;2;295523.26;C215183220;11685.0;0.0;C130788383;747400.77;1042924.04;0;0
38;4;1226360.02;C1390909404;118999.0;0.0;C1070824541;737122.28;1963482.31;0;0
18;1;172933.13;C995153511;1227807.11;1400740.24;C138421144;3200426.64;2730927.58;0;0
19;2;204165.17;C655140833;11262.0;0.0;C1142878298;0.0;204165.17;0;0
40;4;899228.4;C366311730;0.0;0.0;C1680327614;985043.75;1884272.15;0;0
42;3;275.35;C1766346860;812.0;536.65;M1495540357;0.0;0.0;0;0
36;3;26443.94;C1087669401;1250.0;0.0;M359084020;0.0;0.0;0;0
8;2;381432.27;C1955704565;0.0;0.0;C1529115495;1238963.65;2956183.79;0;0
2;3;7810.47;C317644782;13945.71;6135.24;M1010584177;0.0;0.0;0;0
15;5;10575.19;C1122259235;428312.5;417737.31;C1542907328;423298.48;433873.67;0;0
21;3;8781.06;C1954971015;8050.0;0.0;M1566519162;0.0;0.0;0;0
15;2;397380.99;C87068760;0.0;0.0;C1069659229;649128.69;1046509.68;0;0
48;4;417340.24;C772217587;0.0;0.0;C1857132023;470389.48;887729.72;0;0
36;1;135235.85;C315741155;1045422.63;1180658.48;C782140309;3607755.69;3472519.84;0;0
39;2;31782.81;C1161506009;416834.18;385051.37;C42881854;0.0;31782.81;0;0
44;1;251139.34;C1612457701;1485124.36;1736263.7;C1385605900;705806.35;567931.73;0;0
8;4;632928.99;C1860045641;1745.0;0.0;C2135727675;6115.0;286319.74;0;0
13;3;19947.61;C363089055;19952.9;5.3;M978335365;0.0;0.0;0;0
38;1;64820.37;C1371052482;16377.0;81197.37;C575414322;328646.58;263826.22;0;0
17;2;123186.55;C2000065197;338559.05;215372.5;C1029052712;976611.37;1099797.92;0;0
17;2;79110.61;C2142985372;0.0;0.0;C574155523;130074.49;0.0;0;0
21;3;10797.83;C1709537788;0.0;0.0;M956952056;0.0;0.0;0;0
10;3;21044.16;C298904665;356680.49;335636.33;M1547473983;0.0;0.0;0;0
19;2;97276.34;C1817732563;49946.0;0.0;C1000322805;262393.26;359669.6;0;0
16;1;26471.05;C1218137209;9578.0;36049.05;C1696797353;173112.65;280886.55;0;0
48;2;146966.3;C1146423945;0.0;0.0;C96885925;175027.37;321993.66;0;0
23;3;886.1;C724486139;6031.0;5144.9;M1631191530;0.0;0.0;0;0
34;3;4246.44;C1092679913;0.0;0.0;M1339592755;0.0;0.0;0;0
20;2;77412.61;C451948146;8584.0;0.0;C1765333126;52123.89;129536.5;0;0
39;2;108796.0;C679925459;0.0;0.0;C184349415;623528.4;732324.4;0;0
48;3;8582.17;C1741816778;0.0;0.0;M441097996;0.0;0.0;0;0
42;4;757990.24;C1539151768;75560.2;0.0;C2027640578;892315.72;1650305.95;0;0
37;2;179829.53;C1587255624;0.0;0.0;C1013700132;14323700.17;14503529.7;0;0
11;3;2525.86;C1535132651;4918.53;2392.68;M1777944802;0.0;0.0;0;0
40;2;69988.04;C124643028;0.0;0.0;C1547538271;2538403.15;2608391.2;0;0
13;2;51061.43;C1680139208;0.0;0.0;C1713181322;390028.99;441090.42;0;0
10;2;114175.24;C836455050;0.0;0.0;C469298476;140463.41;254638.64;0;0
37;2;227418.69;C427499609;42713.0;0.0;C1491847161;1358162.43;1820149.0;0;0
41;3;5881.51;C464989372;765.0;0.0;M1943025120;0.0;0.0;0;0
9;3;23768.33;C249716820;897.0;0.0;M1266372315;0.0;0.0;0;0
36;2;336392.67;C483108414;0.0;0.0;C2047015557;3346514.15;3852232.89;0;0
44;2;192738.32;C498870474;0.0;0.0;C1896659206;573885.05;766623.37;0;0
36;3;6418.6;C244639686;0.0;0.0;M550059558;0.0;0.0;0;0
13;2;241453.29;C414219989;257334.0;15880.71;C1570382652;310122.0;551575.29;0;0
20;3;3703.02;C1388117220;0.0;0.0;M1803718893;0.0;0.0;0;0
9;3;23375.96;C218924791;0.0;0.0;M1247975317;0.0;0.0;0;0
15;2;131623.46;C964772955;16759.0;0.0;C2047483413;505487.08;637110.54;0;0
11;3;455.93;C763664011;1440.0;984.07;M733668929;0.0;0.0;0;0
15;1;82826.9;C2031330725;6783306.68;6866133.58;C533810548;1268579.27;1185752.37;0;0
11;3;14450.47;C1982508573;41605.0;27154.53;M2113230960;0.0;0.0;0;0
37;2;133075.52;C66311754;34443.0;0.0;C93571793;52845.22;185920.73;0;0
41;1;139222.37;C1686291874;6431724.76;6570947.13;C1488401701;472141.7;332919.33;0;0
36;3;10561.4;C1000578546;6595.0;0.0;M2077752518;0.0;0.0;0;0
17;3;33051.8;C1029820248;9177.0;0.0;M608626327;0.0;0.0;0;0
17;2;31268.21;C1425256733;69829.0;38560.79;C857884419;506899.76;599146.98;0;0
36;2;48175.25;C560869297;0.0;0.0;C1187170647;217264.0;0.0;0;0
12;2;279655.32;C2102534452;0.0;0.0;C1845532635;334945.48;614600.8;0;0
22;2;17263.99;C1949024436;0.0;0.0;C1916055781;2675155.02;2692419.02;0;0
13;2;7528.39;C93024710;0.0;0.0;C327016356;4232995.87;4240524.26;0;0
95;1;13351.53;C687438191;1746338.17;1759689.71;C2040058055;1199574.84;1186223.3;0;0
10;1;355819.33;C641287875;15298268.7;15654088.03;C1065774928;1228897.44;873078.11;0;0
42;4;17749.4;C577235045;15978.0;0.0;C1508172710;195914.69;213664.08;0;0
43;4;744247.75;C1201337478;192478.0;0.0;C1334256457;0.0;744247.75;0;0
35;3;421.23;C669754991;87787.41;87366.18;M391699314;0.0;0.0;0;0
41;3;15648.08;C371830119;0.0;0.0;M1962440114;0.0;0.0;0;0
42;3;10480.19;C1840229163;113669.0;103188.81;M1609299470;0.0;0.0;0;0
11;1;125004.75;C876937776;226253.0;351257.75;C1530086509;268294.74;143289.99;0;0
9;3;3941.5;C1940291313;42593.2;38651.69;M317838982;0.0;0.0;0;0
36;1;60950.66;C501724635;15254.0;76204.66;C1415086760;0.0;0.0;0;0
8;3;3950.78;C1093409488;9115.0;5164.22;M402331978;0.0;0.0;0;0
34;4;1791831.46;C1365968427;0.0;0.0;C1246792604;6710106.43;9001498.93;0;0
40;2;239579.48;C532027704;3286.0;0.0;C1942771929;0.0;239579.48;0;0
16;2;65473.71;C383375419;0.0;0.0;C147307850;1180239.48;1800352.77;0;0
45;1;87607.44;C735850293;4490334.19;4577941.63;C1725698531;1292321.54;1204714.09;0;0
15;2;531200.8;C1972720438;45482.0;0.0;C835438390;539218.93;1114457.31;0;0
12;3;17327.49;C1782237204;0.0;0.0;M1606493319;0.0;0.0;0;0
17;2;196348.3;C230561692;8604.0;0.0;C289923260;0.0;207935.7;0;0
18;3;16414.23;C1845088177;23411.0;6996.77;M463152237;0.0;0.0;0;0
44;3;9252.15;C285212142;130707.0;121454.85;M1678529809;0.0;0.0;0;0
20;3;5465.17;C1727436473;409235.34;403770.17;M1821040012;0.0;0.0;0;0
39;4;1208371.75;C2135543074;0.0;0.0;C1253246753;9580218.34;10788590.08;0;0
13;1;188983.86;C796739316;69865.0;258848.86;C1381493119;419522.82;230538.96;0;0
12;3;46165.55;C1627339222;559917.51;513751.95;M653263682;0.0;0.0;0;0
48;3;735.85;C341591700;24478.0;23742.15;M195773438;0.0;0.0;0;0
46;3;10306.54;C335420780;175585.09;165278.55;M599305875;0.0;0.0;0;0
13;3;17999.22;C2036444894;311.36;0.0;M40783367;0.0;0.0;0;0
42;3;12665.81;C1079108515;0.0;0.0;M302531262;0.0;0.0;0;0
45;2;123125.46;C1410696463;0.0;0.0;C1906645133;514016.53;637141.99;0;0
20;1;395067.7;C2072962691;61361.0;456428.7;C1396755936;220295.75;0.0;0;0
35;1;79714.03;C616330724;10891.0;90605.03;C1430487579;473651.52;393937.49;0;0
41;4;378199.26;C158804737;0.0;0.0;C201312827;6710266.89;7088466.15;0;0
9;5;6890.2;C257712245;51742.0;44851.8;C1220278931;424277.92;1080151.42;0;0
44;3;3824.48;C1961205167;19920.0;16095.52;M1808128430;0.0;0.0;0;0
14;1;348072.83;C1826595911;7579844.71;7927917.54;C2078719816;573314.86;225242.03;0;0
9;1;237494.88;C2099771096;428672.96;666167.84;C1857852787;3020159.75;3975861.95;0;0
44;3;5749.55;C2017232967;132967.91;127218.36;M581255736;0.0;0.0;0;0
19;2;133999.25;C1408435395;250.0;0.0;C1868223380;0.0;133999.25;0;0
12;2;118855.37;C95000862;0.0;0.0;C526035976;1557011.93;2100914.88;0;0
38;3;14218.25;C1741379516;421352.5;407134.25;M1268534846;0.0;0.0;0;0
17;2;160640.24;C1139778838;41859.0;0.0;C1531623971;1139569.72;1893987.49;0;0
15;1;100073.78;C566805185;905056.98;1005130.76;C453093453;1583535.05;1483461.27;0;0
14;2;117792.08;C1839189535;0.0;0.0;C811058053;967864.9;1958922.4;0;0
9;1;352023.16;C333746341;3047863.21;3399886.37;C590333606;464454.65;112431.48;0;0
43;2;100251.43;C838157622;0.0;0.0;C823681343;4543688.08;4643939.51;0;0
40;3;20432.73;C813075908;24608.0;4175.27;M1373858481;0.0;0.0;0;0
23;3;30243.84;C511638801;38667.0;8423.16;M905303963;0.0;0.0;0;0
16;2;506248.2;C1309981924;0.0;0.0;C8897912;1655796.89;1852827.53;0;0
38;3;966.22;C839893868;334115.99;333149.77;M812456017;0.0;0.0;0;0
45;1;69709.56;C154227028;493156.0;562865.56;C104132647;126918.68;57209.12;0;0
15;2;219843.41;C1949236522;0.0;0.0;C676826990;1209598.29;1429441.69;0;0
42;4;358095.58;C561839010;30496.0;0.0;C2138456206;102540.24;460635.82;0;0
18;1;64588.41;C951869765;320507.05;385095.45;C1769562038;2847675.03;2719085.6;0;0
12;2;274785.89;C652666685;0.0;0.0;C520401863;919674.15;1194460.03;0;0
15;2;408506.1;C1056494760;19827.0;0.0;C36188889;3661780.91;4070287.01;0;0
15;2;130835.92;C208360446;15589.0;0.0;C1667861569;320.0;0.0;0;0
15;1;62803.26;C704287944;10809742.61;10872545.87;C1293626182;114507.32;51704.06;0;0
14;1;267927.92;C285077370;2874754.39;3142682.3;C1438788330;1208793.96;940866.05;0;0
18;1;110763.55;C2062623883;10771372.4;10882135.95;C24560228;275330.0;164566.45;0;0
20;2;218581.11;C592082112;0.0;0.0;C1142708145;873113.1;1091694.21;0;0
42;3;10312.4;C2087145077;373121.64;362809.24;M14170020;0.0;0.0;0;0
19;2;599074.17;C1604294033;0.0;0.0;C1110587709;1766715.69;3614419.73;0;0
33;1;130582.07;C1278518782;66771.0;197353.07;C1005474028;1695984.33;1565402.25;0;0
11;3;5005.34;C2051845128;0.0;0.0;M375936623;0.0;0.0;0;0
37;3;16534.0;C1935970495;19516.45;2982.46;M318084620;0.0;0.0;0;0
15;1;301409.61;C1676039068;5392541.87;5693951.49;C1193329690;2599364.04;2297954.43;0;0
46;3;17126.65;C280907385;244840.0;227713.35;M1142445083;0.0;0.0;0;0
12;2;357699.91;C1377929764;99142.0;0.0;C1042956212;0.0;357699.91;0;0
10;2;137840.72;C86567722;0.0;0.0;C1851668139;5037009.22;6327863.64;0;0
43;3;10906.65;C888219921;0.0;0.0;M918313785;0.0;0.0;0;0
40;1;34303.69;C1366358132;10847718.19;10882021.88;C324111996;696261.57;661957.88;0;0
47;3;7923.63;C1260685832;37573.0;29649.37;M257437682;0.0;0.0;0;0
15;3;15557.01;C494133134;154836.17;139279.16;M1097343798;0.0;0.0;0;0
43;3;34195.57;C666434705;227608.08;193412.5;M1102307170;0.0;0.0;0;0
44;3;13176.07;C1157288377;146197.0;133020.93;M418331505;0.0;0.0;0;0
21;2;134724.33;C1938652300;39352.0;0.0;C558835074;1939534.51;2074258.84;0;0
9;3;11194.88;C1902538999;712.0;0.0;M1191489963;0.0;0.0;0;0
34;3;12482.81;C1876955411;0.0;0.0;M1354806680;0.0;0.0;0;0
16;3;2050.56;C1252805393;0.0;0.0;M1497551707;0.0;0.0;0;0
46;3;14500.07;C116221803;854.0;0.0;M666924413;0.0;0.0;0;0
13;3;22673.32;C814727205;408467.84;385794.52;M999830377;0.0;0.0;0;0
21;2;192388.94;C131794868;50122.0;0.0;C1373311190;1249486.45;1402738.41;0;0
37;4;225925.93;C440586549;20444.0;0.0;C2144451021;0.0;225925.93;0;0
33;3;5881.28;C263479735;54746.0;48864.72;M780962363;0.0;0.0;0;0
38;3;31252.63;C531909637;0.0;0.0;M1714109624;0.0;0.0;0;0
9;2;99804.75;C426360064;604.0;0.0;C929732976;0.0;0.0;0;0
16;3;4241.96;C299530176;0.0;0.0;M1843117882;0.0;0.0;0;0
14;1;236626.7;C1964820307;49500.0;286126.7;C1114584470;5687.69;0.0;0;0
20;2;206424.2;C988573703;60523.0;0.0;C2003881648;0.0;206424.2;0;0
22;2;205748.46;C602121552;105547.0;0.0;C1534233753;233234.9;438983.36;0;0
40;4;410711.24;C954883863;47573.0;0.0;C537164375;65899.47;476610.71;0;0
8;2;101851.22;C2102411681;0.0;0.0;C1317731757;605498.03;322519.15;0;0
38;3;16735.44;C1302945522;0.0;0.0;M707137337;0.0;0.0;0;0
15;1;138482.42;C1835021469;51190.0;189672.42;C1939020228;71833.65;0.0;0;0
36;2;99249.34;C620791709;98500.03;0.0;C345813370;136704.95;235954.29;0;0
35;3;3702.88;C668832044;0.0;0.0;M1777843341;0.0;0.0;0;0
40;2;235786.87;C518576011;0.0;0.0;C1086321361;786975.52;1022762.38;0;0
41;3;7769.56;C842780592;0.0;0.0;M1439623364;0.0;0.0;0;0
34;2;258140.86;C1624555084;1326.0;0.0;C1295141662;1996490.39;3316722.78;0;0
43;2;61933.55;C1801671814;0.0;0.0;C13678731;365239.69;427173.24;0;0
41;2;163001.33;C1875009195;45237.0;0.0;C664039207;292633.31;455634.63;0;0
9;1;220034.4;C1374935028;11100.0;231134.4;C1060195245;0.0;0.0;0;0
12;2;131630.36;C1414777073;197.0;0.0;C915142417;66900.0;159712.07;0;0
19;1;5451.78;C2144825729;3362757.24;3368209.02;C947032674;190697.98;232704.59;0;0
15;2;16054.84;C1308594592;0.0;0.0;C949346210;974469.81;990524.65;0;0
42;2;313370.55;C1115467338;107578.0;0.0;C831133205;17000.34;330370.89;0;0
9;3;15666.06;C26074639;0.0;0.0;M968557088;0.0;0.0;0;0
40;2;114970.84;C382295806;0.0;0.0;C722672720;1271583.14;1386553.98;0;0
47;2;89464.93;C491481750;0.0;0.0;C4662157;107802.17;197267.1;0;0
42;3;15708.45;C1916610973;43028.0;27319.55;M1083280475;0.0;0.0;0;0
33;2;53409.26;C938585984;672.0;0.0;C1035861892;9706.75;63116.01;0;0
15;2;79087.64;C177621859;403397.0;324309.36;C65569811;3063962.07;3143049.71;0;0
36;1;150925.76;C450747129;118389.0;269314.76;C401590082;90497.17;0.0;0;0
11;4;653850.93;C126596098;0.0;0.0;C395525501;3558375.2;4212226.13;0;0
38;2;148318.7;C1005478238;172.0;0.0;C695074301;0.0;148318.7;0;0
15;3;24368.77;C518972379;774168.14;749799.37;M111759920;0.0;0.0;0;0
7;3;371.01;C1398802992;0.0;0.0;M626663387;0.0;0.0;0;0
40;3;17996.85;C508315075;54039.0;36042.15;M1326377471;0.0;0.0;0;0
35;1;235771.53;C26611996;23182.0;258953.53;C61241800;0.0;0.0;0;0
17;1;261365.3;C439910445;20289.0;281654.3;C963131699;24430.01;0.0;0;0
45;3;20328.43;C141644227;0.0;0.0;M1748073608;0.0;0.0;0;0
36;2;114302.41;C1411232710;0.0;0.0;C382157823;562062.52;676364.92;0;0
11;1;132952.61;C1411223313;7822847.28;7955799.89;C1741320678;449019.06;567980.82;0;0
15;2;98219.19;C649258157;0.0;0.0;C779918182;809461.91;1697517.84;0;0
11;3;1398.53;C321000365;0.0;0.0;M1933647512;0.0;0.0;0;0
38;3;28032.58;C1219743103;32367.0;4334.42;M210444969;0.0;0.0;0;0
14;4;847908.78;C1819697502;0.0;0.0;C202149782;2201133.53;3049042.31;0;0
9;1;199322.96;C1912253565;147278.0;346600.96;C1129451699;639657.72;1000998.2;0;0
19;2;175482.91;C2118089189;0.0;0.0;C1802045117;3787079.24;4239555.54;0;0
20;3;16743.29;C292684620;0.0;0.0;M104623053;0.0;0.0;0;0
